title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,era,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix
Sugar and Toys,16,United States,2019.0,2020.0,2.0,Fuse,Flash/Live-action,2020.0,1.0,Streaming Era (2010+),sugar and toys,tt9471898,tvSeries,Sugar and Toys,Sugar and Toys,0.0,2019.0,,,Animation,7.9,57.0,0.0,0.8227848101265822,0.03125,7.061800845686682e-05,0.3400690785527471,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0
Archibald's Next Big Thing,26,United States,2019.0,,2.0,"Netflix (Next Big Thing), Peacock (Next Big Thing Is Here!)",Flash,2023.0,4.0,Streaming Era (2010+),archibald's next big thing,tt9165404,tvSeries,Archibald's Next Big Thing,Archibald's Next Big Thing,0.0,2019.0,2020.0,24.0,"Adventure,Animation,Comedy",7.5,393.0,0.0,0.7721518987341771,0.03125,0.0005548557807325,0.3199369734388539,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,96.819,6.1,10.0,1 Seasons,1
Art with Mati and Dada,39,Italy,2010.0,2014.0,2.0,"Rai 3, Rai Yoyo",Flash,2014.0,4.0,Streaming Era (2010+),art with mati and dada,tt5225606,tvSeries,Art with Mati and Dada,Art with Mati and Dada,0.0,2010.0,,,Animation,8.2,8.0,0.0,0.8607594936708859,0.03125,0.0,0.3552412974683543,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,0.0,,,,0
Momma Named Me Sheriff,19,United States,2019.0,2021.0,2.0,Adult Swim,Flash,2021.0,2.0,Streaming Era (2010+),momma named me sheriff,tt11305746,tvSeries,Momma Named Me Sheriff,Momma Named Me Sheriff,0.0,2019.0,2021.0,12.0,"Animation,Comedy",6.1,1116.0,0.0,0.5949367088607593,0.03125,0.0015968317014328,0.2493113914696619,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,32.034,5.8,32.0,1 Seasons,1
Wheel Squad,39,France,2000.0,2000.0,2.0,M6,Traditional,2000.0,0.0,Modern (97-09),wheel squad,tt0417376,tvSeries,Wheel Squad,Wheel Squad,0.0,2000.0,2002.0,23.0,"Action,Adventure,Animation",7.9,34.0,0.0,0.8227848101265822,0.03125,3.747077999752117e-05,0.3400607917456322,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0
Dragons: The Nine Realms,13,United States,2021.0,,2.0,Hulu / Peacock,CGI,2023.0,2.0,Streaming Era (2010+),dragons: the nine realms,tt15758116,tvSeries,Dragons: The Nine Realms,Dragons: The Nine Realms,0.0,2021.0,2023.0,23.0,"Action,Adventure,Animation",5.3,1212.0,0.0,0.4936708860759493,0.03125,0.0017351853506544,0.2088396507680433,0,0.0,,,0.0,,0,0.4936708860759493,0.0,0.0,0.0987341772151898,0,46.828,7.796,274.0,1 Seasons,1
Moominvalley,26,Coproduction,2019.0,,2.0,"YLE, Sky One",CGI,2023.0,4.0,Streaming Era (2010+),moominvalley,tt6921882,tvSeries,Moominvalley,Moominvalley,0.0,2019.0,,22.0,"Animation,Drama,Family",7.2,1150.0,0.0,0.7341772151898733,0.03125,0.0016458319521988,0.305019844063999,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,38.743,7.1,15.0,1 Seasons,1
The Zeta Project,26,United States,2001.0,2002.0,2.0,The WB,Traditional,2002.0,1.0,Modern (97-09),the zeta project,tt0260662,tvSeries,The Zeta Project,The Zeta Project,0.0,2001.0,2002.0,30.0,"Action,Adventure,Animation",6.9,1357.0,0.0,0.6962025316455696,0.03125,0.0019441570083329,0.289904551910311,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
Avenger Penguins,26,United Kingdom,1993.0,1994.0,2.0,CITV,Traditional,1994.0,1.0,Golden Age (85-96),avenger penguins,tt0481434,tvSeries,Avenger Penguins,Avenger Penguins,0.0,1993.0,1994.0,22.0,"Action,Animation,Comedy",7.2,80.0,0.0,0.7341772151898733,0.03125,0.0001037652369162,0.3046343273851783,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
B.O.T. and The Beasties,50,United Kingdom,2021.0,2022.0,2.0,CBebbies,Flash,2022.0,1.0,Streaming Era (2010+),b.o.t. and the beasties,tt14527220,tvSeries,B.O.T. and the Beasties,B.O.T. and the Beasties,0.0,2021.0,,,Animation,7.8,14.0,0.0,0.8101265822784809,0.03125,8.647103076351039e-06,0.3349902946871614,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0
Baby Blues,13,United States,2000.0,2002.0,2.0,"The WB, Adult Swim",Traditional,2002.0,2.0,Modern (97-09),baby blues,tt0252753,tvSeries,Baby Blues,Baby Blues,0.0,2000.0,2002.0,30.0,"Animation,Comedy",7.1,488.0,0.0,0.721518987341772,0.03125,0.000691768246108,0.2997180369982358,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
Back at the Barnyard,52,United States,2007.0,2011.0,2.0,"Nickelodeon, Nicktoons",CGI,2011.0,4.0,Modern (97-09),back at the barnyard,tt0857277,tvSeries,Back at the Barnyard,Back at the Barnyard,0.0,2007.0,2011.0,25.0,"Adventure,Animation,Comedy",5.8,5114.0,0.0,0.5569620253164557,0.03125,0.0073586847179747,0.2355619813060759,0,0.0,,,0.0,,0,0.5569620253164557,0.0,0.0,0.1113924050632911,0,0.0,,,,0
Spy Kids: Mission Critical,20,Coproduction,2018.0,2018.0,2.0,Netflix,CGI,2018.0,0.0,Streaming Era (2010+),spy kids: mission critical,tt6714408,tvSeries,Spy Kids: Mission Critical,Spy Kids: Mission Critical,0.0,2018.0,2018.0,,"Action,Adventure,Animation",4.8,536.0,0.0,0.430379746835443,0.03125,0.0007609450707188,0.1832796350018569,0,0.0,,,0.0,,0,0.430379746835443,0.0,0.0,0.0860759493670886,0,37.345,7.4,41.0,1 Seasons,1
Star Trek: Lower Decks,20,United States,2020.0,,2.0,Paramount+,Traditional,2023.0,3.0,Streaming Era (2010+),star trek: lower decks,tt9184820,tvSeries,Star Trek: Lower Decks,Star Trek: Lower Decks,0.0,2020.0,2024.0,25.0,"Action,Adventure,Animation",7.8,30401.0,0.0,0.8101265822784809,0.03125,0.0438019006332561,0.3459386080697064,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,229.382,7.6,352.0,1 Seasons,1
Spike Team,52,Italy,2010.0,,2.0,Rai 2,Flash,2023.0,13.0,Streaming Era (2010+),spike team,tt3892916,tvSeries,Spike Team,Spike Team,0.0,2010.0,2018.0,30.0,"Animation,Sport",8.1,31.0,0.0,0.8481012658227846,0.03125,3.3147228459345645e-05,0.3501862931362287,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,108.117,6.0,2.0,1 Seasons,1
Spirit Riding Free: Riding Academy,16,United States,2020.0,,2.0,Netflix,CGI,2023.0,3.0,Streaming Era (2010+),spirit riding free: riding academy,tt11942070,tvSeries,Spirit Riding Free: Riding Academy,Spirit Riding Free: Riding Academy,0.0,2020.0,2020.0,,"Action,Adventure,Animation",6.0,189.0,0.0,0.5822784810126581,0.03125,0.0002608542761365,0.2439141059740973,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
"Mike, Lu & Og",26,Coproduction,1999.0,2001.0,2.0,Cartoon Network,Traditional,2001.0,2.0,Modern (97-09),"mike, lu & og",tt0235589,tvSeries,"Mike, Lu & Og","Mike, Lu & Og",0.0,1999.0,2001.0,30.0,"Adventure,Animation,Comedy",6.2,1302.0,0.0,0.6075949367088607,0.03125,0.0018648918967997,0.2544416976577441,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Mimi and Mr. Bobo,33,Spain,1999.0,2003.0,2.0,La 1,Traditional,2003.0,4.0,Modern (97-09),mimi and mr. bobo,tt2167125,tvSeries,Mimi and Mr. Bobo,Mimi and Mr. Bobo,0.0,1999.0,2002.0,30.0,"Animation,Comedy",6.7,23.0,0.0,0.670886075949367,0.03125,2.16177576908776e-05,0.2792973348191695,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
Earthworm Jim,23,United States,1995.0,1996.0,2.0,Kids' WB,Traditional,1996.0,1.0,Golden Age (85-96),earthworm jim,tt0111948,tvSeries,Earthworm Jim,Earthworm Jim,0.0,1995.0,1996.0,30.0,"Action,Adventure,Animation",7.3,2473.0,0.0,0.7468354430379746,0.03125,0.0035525181805342,0.3105598067603234,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0
"Mira, Royal Detective",54,Coproduction,2020.0,2022.0,2.0,Disney Junior,CGI,2022.0,2.0,Streaming Era (2010+),"mira, royal detective",tt9357248,tvSeries,"Mira, Royal Detective","Mira, Royal Detective",0.0,2020.0,2022.0,24.0,"Adventure,Animation,Family",7.4,435.0,0.0,0.7594936708860759,0.03125,0.0006153855022669,0.3148888147299971,0,1.0,4.6,0.0,50.0,True,1,0.7594936708860759,0.0010298661174047,0.0,0.1524651605417878,0,30.988,6.2,11.0,1 Seasons,1
American Dragon: Jake Long,52,United States,2005.0,2007.0,2.0,Disney Channel,Traditional,2007.0,2.0,Modern (97-09),american dragon: jake long,tt0429305,tvSeries,American Dragon: Jake Long,American Dragon: Jake Long,0.0,2005.0,2007.0,30.0,"Action,Adventure,Animation",6.6,15194.0,0.0,0.6582278481012657,0.03125,0.0218858178862444,0.2797000937120674,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Anabel,23,Brazil,2005.0,2011.0,2.0,"Nickelodeon Brazil (Season 1), TV Rá-Tim-Bum (Season 2)",Flash,2011.0,6.0,Modern (97-09),anabel,tt4063834,tvSeries,Anabel,Anabel,0.0,2005.0,2011.0,,"Animation,Family,Fantasy",8.4,61.0,0.0,0.8860759493670886,0.03125,7.638274384110084e-05,0.3653869754327957,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0
Angelina Ballerina,20,United Kingdom,2001.0,2006.0,2.0,PBS Kids,Traditional,2006.0,5.0,Modern (97-09),angelina ballerina,tt0319935,tvSeries,Angelina Ballerina,Angelina Ballerina,0.0,2001.0,2009.0,23.0,"Animation,Family",5.6,737.0,0.0,0.5316455696202531,0.03125,0.0010506230237766,0.2238583836040454,0,0.0,,,0.0,,0,0.5316455696202531,0.0,0.0,0.1063291139240506,0,0.0,,,,0
Talking Tom Shorts,65,United States,2014.0,,2.0,YouTube,CGI,2023.0,9.0,Streaming Era (2010+),talking tom shorts,tt13011686,tvSeries,Talking Tom Shorts,Talking Tom Shorts,0.0,2014.0,2025.0,,"Animation,Short,Sport",8.0,47.0,0.0,0.8354430379746834,0.03125,5.620616999628175e-05,0.3451287667323724,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0
Tarzan and Jane,13,Coproduction,2017.0,2018.0,2.0,Netflix,CGI,2018.0,1.0,Streaming Era (2010+),tarzan and jane,tt6216718,tvSeries,Tarzan and Jane,Tarzan and Jane,0.0,2017.0,2018.0,22.0,"Action,Adventure,Animation",4.9,373.0,0.0,0.4430379746835443,0.03125,0.0005260321038113,0.1882841978993705,0,0.0,,,0.0,,0,0.4430379746835443,0.0,0.0,0.0886075949367088,0,0.0,,,,0
Teacher's Pet,39,United States,2000.0,2002.0,2.0,Toon Disney,Traditional,2002.0,2.0,Modern (97-09),teacher's pet,tt0257325,tvSeries,Teacher's Pet,Teacher's Pet,0.0,2000.0,2005.0,30.0,"Adventure,Animation,Comedy",6.2,688.0,0.0,0.6075949367088607,0.03125,0.0009800050153197,0.2542204759373742,0,1.0,4.8,0.0,0.0,True,1,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
The Country Mouse and the City Mouse Adventures,52,Coproduction,1998.0,1999.0,2.0,HBO Family,Traditional,1999.0,1.0,Modern (97-09),the country mouse and the city mouse adventures,tt0126149,tvSeries,The Country Mouse and the City Mouse Adventures,The Country Mouse and the City Mouse Adventures,0.0,1997.0,2000.0,23.0,"Adventure,Animation,Comedy",7.5,406.0,1.0,0.7721518987341771,0.03125,0.0005735911707312,0.3199416572863536,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
SWAT Kats: The Radical Squadron,25,United States,1993.0,1994.0,2.0,TBS,Traditional,1994.0,1.0,Golden Age (85-96),swat kats: the radical squadron,tt0126173,tvSeries,Swat Kats: The Radical Squadron,SWAT Kats: The Radical Squadron,0.0,1993.0,1995.0,22.0,"Action,Adventure,Animation",8.4,5174.0,0.0,0.8860759493670886,0.03125,0.0074451557487382,0.36722916868402,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0
The Twisted Tales of Felix the Cat,21,United States,1995.0,1997.0,2.0,CBS,Traditional,1997.0,2.0,Golden Age (85-96),the twisted tales of felix the cat,tt0179618,tvSeries,The Twisted Tales of Felix the Cat,The Twisted Tales of Felix the Cat,0.0,1995.0,1997.0,25.0,"Adventure,Animation,Comedy",7.5,573.0,0.0,0.7721518987341771,0.03125,0.000814268873023,0.3200018267119266,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Animism,26,Canada,2013.0,2014.0,2.0,APTN Kids,Traditional,2014.0,1.0,Streaming Era (2010+),animism,tt1795724,tvSeries,Animism,Animism,0.0,2013.0,,30.0,Animation,5.3,22.0,0.0,0.4936708860759493,0.03125,2.0176573844819093e-05,0.2084108985738409,0,0.0,,,0.0,,0,0.4936708860759493,0.0,0.0,0.0987341772151898,0,0.0,,,,0
Stillwater,20,Coproduction,2020.0,,2.0,Apple TV+,CGI,2023.0,3.0,Streaming Era (2010+),stillwater,tt13135714,tvSeries,Stillwater,Stillwater,0.0,2020.0,2025.0,25.0,"Animation,Family,Fantasy",8.3,819.0,0.0,0.8734177215189872,0.03125,0.0011688000991534,0.3605967886323832,1,0.0,,,0.0,,0,0.8734177215189872,0.0,0.0,0.1746835443037974,1,0.0,,,,0
Stressed Eric,13,United Kingdom,1998.0,2000.0,2.0,BBC Two,Traditional,2000.0,2.0,Modern (97-09),stressed eric,tt0149525,tvSeries,Stressed Eric,Stressed Eric,0.0,1998.0,2000.0,30.0,"Animation,Comedy,Crime",7.4,563.0,0.0,0.7594936708860759,0.03125,0.0007998570345624,0.314934932613071,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
Action Pack,16,Coproduction,2022.0,,2.0,Netflix,CGI,2023.0,1.0,Streaming Era (2010+),action pack,tt15527308,tvSeries,Action Pack,Action Pack,0.0,2022.0,2022.0,29.0,"Action,Adventure,Animation",5.0,186.0,0.0,0.4556962025316455,0.03125,0.0002565307245984,0.1932801136938078,0,4.0,4.68,8.0,150.0,True,1,0.4556962025316455,0.0030895983522142,6.923289947382996e-05,0.0928558278249153,0,0.0,,,,0
"Ada Twist, Scientist",12,United States,2021.0,,2.0,Netflix,CGI,2023.0,2.0,Streaming Era (2010+),"ada twist, scientist",tt13241650,tvSeries,"Ada Twist, Scientist","Ada Twist, Scientist",0.0,2021.0,2023.0,12.0,"Adventure,Animation,Comedy",5.5,452.0,0.0,0.5189873417721519,0.03125,0.0006398856276499,0.2186924081157732,0,4.0,4.68,247.0,150.0,True,1,0.5189873417721519,0.0030895983522142,0.0021375657712545,0.1060311388909618,0,41.511,6.2,12.0,1 Seasons,1
Merlin the Magical Puppy,26,United Kingdom,2001.0,2001.0,2.0,CITV,CGI,2001.0,0.0,Modern (97-09),merlin the magical puppy,tt1113486,tvSeries,Merlin the Magical Puppy,Merlin the Magical Puppy,0.0,2001.0,2003.0,10.0,"Animation,Family",6.7,26.0,0.0,0.670886075949367,0.03125,2.594130922905312e-05,0.279298415707054,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
Messy Goes to Okido,78,United Kingdom,2015.0,2019.0,2.0,CBeebies,CGI,2019.0,4.0,Streaming Era (2010+),messy goes to okido,tt3700734,tvSeries,Messy Goes to Okido,Messy Goes to Okido,0.0,2015.0,,11.0,"Animation,Comedy,Family",6.2,120.0,0.0,0.6075949367088607,0.03125,0.0001614125907585,0.2540158278312339,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,45.545,7.2,4.0,1 Seasons,1
Wild West C.O.W.-Boys of Moo Mesa,26,United States,1992.0,1993.0,2.0,ABC,Traditional,1993.0,1.0,Golden Age (85-96),wild west c.o.w.-boys of moo mesa,tt0190210,tvSeries,Wild West C.O.W.-Boys of Moo Mesa,Wild West C.O.W.-Boys of Moo Mesa,0.0,1992.0,1994.0,30.0,"Action,Adventure,Animation",7.2,416.0,0.0,0.7341772151898733,0.03125,0.0005880030091918,0.3047553868282472,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
William's Wish Wellingtons,26,United Kingdom,1994.0,1996.0,2.0,BBC One/BBC Two,Traditional,1996.0,2.0,Golden Age (85-96),william's wish wellingtons,tt0778579,tvSeries,William's Wish Wellingtons,William's Wish Wellingtons,0.0,1994.0,1996.0,5.0,"Adventure,Animation,Family",6.2,125.0,0.0,0.6075949367088607,0.03125,0.0001686185099888,0.2540176293110415,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Exosquad,52,United States,1993.0,1994.0,2.0,Syndication,Traditional,1994.0,1.0,Golden Age (85-96),exosquad,tt0106842,tvSeries,Exosquad,Exosquad,0.0,1993.0,1995.0,30.0,"Action,Adventure,Animation",8.4,1414.0,0.0,0.8860759493670886,0.03125,0.0020263044875582,0.365874455868725,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0
Mickey Mouse Works,25,United States,1999.0,2000.0,2.0,ABC,Traditional,2000.0,1.0,Modern (97-09),mickey mouse works,tt0198181,tvSeries,Mickey Mouse Works,Mickey Mouse Works,0.0,1999.0,2001.0,30.0,"Animation,Comedy,Family",7.1,514.0,0.0,0.721518987341772,0.03125,0.0007292390261056,0.2997274046932351,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
Mighty Max,40,United States,1993.0,1994.0,2.0,Syndication,Traditional,1994.0,1.0,Golden Age (85-96),mighty max,tt0140749,tvSeries,Mighty Max,Mighty Max,0.0,1993.0,1995.0,30.0,"Action,Adventure,Animation",7.8,2206.0,0.0,0.8101265822784809,0.03125,0.0031677220936365,0.3357800634348015,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0
Mighty Mouse: The New Adventures,19,United States,1987.0,1988.0,2.0,"CBS, Fox Kids",Traditional,1988.0,1.0,Golden Age (85-96),mighty mouse: the new adventures,tt0161170,tvSeries,Mighty Mouse: The New Adventures,Mighty Mouse: The New Adventures,0.0,1987.0,1988.0,30.0,"Action,Adventure,Animation",7.1,795.0,0.0,0.721518987341772,0.03125,0.001134211686848,0.2998286478584208,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
The Problem Solverz,26,United States,2011.0,2013.0,2.0,Cartoon Network,Flash,2013.0,2.0,Streaming Era (2010+),the problem solverz,tt1893088,tvSeries,The Problem Solverz,The Problem Solverz,0.0,2010.0,2013.0,11.0,"Animation,Comedy,Family",2.0,2467.0,1.0,0.0759493670886075,0.03125,0.0035438710774578,0.0422032146048075,0,0.0,,,0.0,,0,0.0759493670886075,0.0,0.0,0.0151898734177215,0,38.189,5.583,12.0,1 Seasons,1
Agent Binky: Pets of the Universe,52,Canada,2019.0,,2.0,"Treehouse TV (Canada), Discovery Kids (Latin America)",CGI,2023.0,4.0,Streaming Era (2010+),agent binky: pets of the universe,tt11068810,tvSeries,Agent Binky: Pets of the Universe,Agent Binky: Pets of the Universe,0.0,2019.0,,,"Adventure,Animation,Family",6.3,64.0,0.0,0.6202531645569619,0.03125,8.070629537927636e-05,0.2590589423966296,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0
ALF Tales,21,United States,1988.0,1989.0,2.0,NBC,Traditional,1989.0,1.0,Golden Age (85-96),alf tales,tt0094413,tvSeries,ALF Tales,ALF Tales,0.0,1988.0,1990.0,30.0,"Animation,Comedy,Family",6.3,372.0,0.0,0.6202531645569619,0.03125,0.0005245909199652,0.2591699135527761,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0
Make Way for Noddy,100,Coproduction,2002.0,2007.0,2.0,PBS Kids,CGI,2007.0,5.0,Modern (97-09),make way for noddy,tt0383122,tvSeries,Make Way for Noddy,Make Way for Noddy,0.0,2001.0,2013.0,15.0,"Animation,Family",5.8,1377.0,1.0,0.5569620253164557,0.03125,0.001972980685254,0.2342155552978957,0,0.0,,,0.0,,0,0.5569620253164557,0.0,0.0,0.1113924050632911,0,0.0,,,,0
Elliot Moose,26,Canada,1998.0,2000.0,2.0,"PBS, Treehouse TV, Playhouse Disney, CBC Kids","Traditional, Live-Action",2000.0,2.0,Modern (97-09),elliot moose,tt0373522,tvSeries,Elliot Moose,Elliot Moose,0.0,1999.0,2007.0,22.0,"Animation,Comedy,Family",6.5,115.0,1.0,0.6455696202531644,0.03125,0.0001542066715282,0.2692038997691479,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0
The New Adventures of Hanuman,52,India,2010.0,2011.0,2.0,Pogo TV,Flash,2011.0,1.0,Streaming Era (2010+),the new adventures of hanuman,tt4557478,tvSeries,The New Adventures of Hanuman,The New Adventures of Hanuman,0.0,2009.0,2010.0,,Animation,8.1,93.0,1.0,0.8481012658227846,0.03125,0.0001225006269149,0.3502086314858426,1,2.0,0.0,0.0,0.0,True,1,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0
The Shoe People,26,United Kingdom,1987.0,1988.0,2.0,CITV,Traditional,1988.0,1.0,Golden Age (85-96),the shoe people,tt0862624,tvSeries,The Shoe People,The Shoe People,0.0,1987.0,1993.0,5.0,"Animation,Family",7.2,375.0,0.0,0.7341772151898733,0.03125,0.0005289144715034,0.3047406146938252,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
A Little Curious,43,United States,1998.0,2000.0,2.0,HBO Family,"Stop-Motion, CGI, Traditional",2000.0,2.0,Modern (97-09),a little curious,tt0439377,tvSeries,A Little Curious,A Little Curious,0.0,1998.0,2000.0,,"Animation,Comedy,Family",7.3,93.0,0.0,0.7468354430379746,0.03125,0.0001225006269149,0.3097023023719186,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0
Wow! Wow! Wubbzy!,52,United States,2006.0,,2.0,"Nick Jr., Discovery Kids",Flash,2023.0,17.0,Modern (97-09),wow! wow! wubbzy!,tt0762067,tvSeries,Wow! Wow! Wubbzy!,Wow! Wow! Wubbzy!,0.0,2006.0,2022.0,25.0,"Animation,Family,Fantasy",6.3,1944.0,0.0,0.6202531645569619,0.03125,0.0027901319259692,0.2597362988042771,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0
Fantastic Max,26,United States,1988.0,1990.0,2.0,BBC One,Traditional,1990.0,2.0,Golden Age (85-96),fantastic max,tt0190904,tvSeries,Fantastic Max,Fantastic Max,0.0,1988.0,1991.0,30.0,"Action,Adventure,Animation",6.9,337.0,0.0,0.6962025316455696,0.03125,0.0004741494853532,0.2895370500295661,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
Fantasy Patrol,52,Russia,2016.0,,2.0,"Moolt, Moolt in Cinema, YouTube",CGI/Flash,2023.0,7.0,Streaming Era (2010+),fantasy patrol,tt8091356,tvSeries,Fantasy Patrol,Skazochnyy patrul,0.0,2016.0,,11.0,"Adventure,Animation,Family",7.6,96.0,0.0,0.7848101265822783,0.03125,0.0001268241784531,0.3248932566775246,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,45.228,9.0,2.0,1 Seasons,1
Fantomcat,26,United Kingdom,1995.0,1996.0,2.0,ITV,Traditional,1996.0,1.0,Golden Age (85-96),fantomcat,tt0871915,tvSeries,Fantomcat,Fantomcat,0.0,1995.0,1996.0,25.0,"Action,Adventure,Animation",8.1,92.0,0.0,0.8481012658227846,0.03125,0.0001210594430689,0.350208271189881,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0
Fast & Furious Spy Racers,16,United States,2019.0,2021.0,2.0,Netflix,CGI,2021.0,2.0,Streaming Era (2010+),fast & furious spy racers,tt8322592,tvSeries,Fast & Furious Spy Racers,Fast & Furious Spy Racers,0.0,2019.0,2021.0,23.0,"Action,Adventure,Animation",5.9,2046.0,0.0,0.569620253164557,0.03125,0.0029371326782672,0.2395198844353896,0,18.0,4.58,0.0,3450.0,True,1,0.569620253164557,0.0710607621009268,0.0,0.1530074697884212,0,87.507,7.0,2186.0,1 Seasons,1
Fat Dog Mendoza,26,Coproduction,1998.0,2001.0,2.0,Cartoon Network,Traditional,2001.0,3.0,Modern (97-09),fat dog mendoza,tt0298646,tvSeries,Fat Dog Mendoza,Fat Dog Mendoza,0.0,1998.0,2000.0,30.0,"Animation,Comedy,Family",6.0,197.0,0.0,0.5822784810126581,0.03125,0.000272383746905,0.2439169883417895,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
Woody Woodpecker,20,United States,2018.0,2020.0,2.0,YouTube,Flash,2020.0,2.0,Streaming Era (2010+),woody woodpecker,tt9410706,tvSeries,Woody Woodpecker,Woody Woodpecker,0.0,2018.0,2022.0,6.0,"Adventure,Animation,Comedy",6.2,263.0,0.0,0.6075949367088607,0.03125,0.0003675018807449,0.2540673501537305,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Masters of the Universe: Revelation,10,United States,2021.0,2021.0,2.0,Netflix,Traditional,2021.0,0.0,Streaming Era (2010+),masters of the universe: revelation,tt10826054,tvSeries,Masters of the Universe: Revelation,Masters of the Universe: Revelation,0.0,2021.0,2021.0,25.0,"Action,Adventure,Animation",5.6,29467.0,0.0,0.5316455696202531,0.03125,0.0424558349210375,0.2342096865783606,0,81.0,4.66,404.0,5250.0,True,1,0.5316455696202531,0.1081359423274974,0.0034962614234284,0.1666779475600313,1,35.073,6.5,359.0,1 Seasons,1
